Cost 1639.0
Edges 1166
E 219 91
E 220 92
E 221 93
E 222 94
E 224 160
E 225 97
E 227 163
E 228 100
E 229 101
E 230 102
E 231 103
E 233 169
E 234 106
E 235 107
E 236 172
E 238 110
E 239 111
E 240 112
E 241 177
E 242 114
E 243 115
E 245 181
E 246 118
E 248 120
E 249 121
E 250 122
E 251 123
E 252 124
E 253 125
E 254 126
E 255 127
E 256 128
E 257 1
E 258 2
E 259 3
E 260 4
E 261 257
E 262 6
E 264 8
E 265 9
E 267 11
E 268 12
E 269 13
E 270 14
E 272 16
E 273 17
E 274 18
E 276 260
E 277 21
E 278 22
E 281 265
E 282 26
E 283 27
E 285 29
E 286 30
E 287 31
E 288 32
E 290 258
E 291 35
E 292 36
E 294 38
E 295 39
E 299 267
E 300 268
E 301 45
E 302 46
E 305 49
E 306 50
E 311 55
E 312 56
E 314 58
E 315 59
E 318 286
E 319 63
E 320 64
E 321 65
E 323 259
E 324 68
E 325 69
E 327 71
E 329 73
E 330 74
E 331 75
E 332 76
E 333 77
E 335 79
E 340 84
E 343 87
E 345 89
E 346 90
E 347 91
E 349 93
E 350 94
E 351 287
E 352 288
E 353 97
E 354 98
E 355 291
E 356 100
E 357 101
E 358 102
E 360 104
E 365 109
E 367 111
E 368 112
E 369 305
E 372 116
E 374 118
E 377 121
E 378 122
E 379 123
E 380 124
E 381 125
E 384 128
E 385 129
E 386 130
E 387 131
E 389 261
E 391 135
E 392 136
E 393 137
E 394 138
E 396 140
E 397 141
E 398 142
E 399 143
E 402 146
E 403 147
E 404 148
E 406 150
E 407 151
E 408 152
E 409 281
E 410 154
E 411 155
E 415 159
E 416 160
E 418 162
E 419 163
E 421 165
E 424 168
E 425 169
E 426 170
E 436 180
E 437 181
E 438 182
E 439 311
E 443 187
E 444 188
E 445 189
E 446 190
E 448 192
E 449 193
E 452 196
E 458 202
E 459 203
E 462 206
E 464 208
E 465 209
E 466 402
E 467 211
E 470 214
E 472 216
E 473 217
E 474 218
E 477 221
E 479 351
E 480 224
E 481 225
E 482 354
E 483 227
E 486 230
E 487 231
E 488 360
E 489 233
E 491 235
E 492 236
E 493 365
E 495 239
E 496 240
E 498 242
E 499 243
E 501 245
E 504 248
E 505 249
E 506 250
E 508 252
E 511 255
E 513 1
E 514 2
E 515 3
E 516 4
E 518 6
E 524 12
E 526 14
E 527 15
E 528 16
E 531 19
E 532 516
E 535 23
E 540 28
E 541 29
E 543 31
E 547 35
E 553 41
E 554 42
E 559 47
E 565 53
E 567 55
E 569 57
E 572 540
E 573 61
E 579 515
E 582 70
E 584 72
E 585 73
E 593 81
E 596 84
E 597 85
E 598 86
E 606 94
E 607 543
E 612 100
E 613 101
E 615 103
E 616 104
E 617 553
E 618 106
E 619 107
E 622 110
E 626 114
E 627 115
E 635 123
E 638 126
E 640 128
E 642 130
E 646 134
E 647 135
E 651 139
E 653 141
E 657 145
E 663 151
E 666 154
E 671 159
E 676 164
E 678 166
E 681 169
E 682 170
E 687 175
E 688 176
E 689 177
E 690 178
E 692 180
E 693 181
E 695 567
E 699 187
E 700 188
E 704 192
E 706 194
E 708 196
E 709 197
E 710 198
E 711 199
E 712 200
E 715 203
E 719 207
E 720 208
E 721 209
E 724 596
E 725 213
E 728 216
E 729 217
E 731 219
E 732 220
E 736 224
E 737 225
E 740 228
E 743 231
E 746 234
E 751 239
E 755 243
E 758 246
E 765 253
E 766 254
E 773 261
E 774 262
E 776 264
E 777 265
E 780 268
E 781 269
E 783 527
E 786 274
E 787 531
E 790 278
E 793 281
E 795 283
E 797 285
E 802 290
E 803 291
E 806 294
E 811 299
E 812 300
E 823 311
E 824 312
E 827 315
E 830 318
E 831 319
E 832 320
E 833 321
E 835 323
E 836 324
E 838 582
E 840 584
E 844 332
E 847 335
E 852 340
E 855 343
E 858 346
E 862 350
E 865 353
E 869 357
E 874 618
E 881 369
E 887 823
E 889 377
E 891 379
E 896 384
E 899 387
E 901 389
E 906 394
E 908 396
E 910 398
E 916 404
E 920 408
E 921 409
E 922 410
E 928 416
E 933 421
E 936 424
E 937 425
E 943 687
E 945 689
E 948 436
E 949 437
E 958 446
E 960 448
E 961 449
E 964 452
E 967 711
E 971 459
E 974 462
E 978 466
E 985 473
E 988 732
E 989 477
E 991 479
E 993 481
E 995 483
E 998 486
E 1000 488
E 1004 492
E 1005 493
E 1010 498
E 1011 499
E 1016 504
E 1018 506
E 1020 508
E 1023 511
E 1027 3
E 1038 14
E 1042 18
E 1048 24
E 1053 29
E 1065 41
E 1066 42
E 1075 51
E 1076 52
E 1088 64
E 1093 69
E 1100 76
E 1114 90
E 1115 91
E 1116 92
E 1121 97
E 1128 104
E 1143 119
E 1144 120
E 1149 125
E 1158 134
E 1163 139
E 1164 140
E 1167 143
E 1176 152
E 1184 160
E 1188 164
E 1189 165
E 1198 174
E 1209 185
E 1217 193
E 1222 198
E 1237 213
E 1239 215
E 1245 221
E 1259 235
E 1262 238
E 1266 242
E 1294 270
E 1296 272
E 1298 274
E 1300 276
E 1301 277
E 1319 295
E 1321 1065
E 1323 299
E 1326 302
E 1349 325
E 1351 327
E 1354 330
E 1376 352
E 1379 355
E 1398 374
E 1417 393
E 1421 397
E 1445 421
E 1448 424
E 1462 438
E 1463 439
E 1468 444
E 1469 445
E 1470 446
E 1476 452
E 1489 465
E 1491 467
E 1498 474
E 1506 482
E 1519 495
E 1522 498
E 1535 511
E 1537 513
E 1548 524
E 1564 540
E 1583 559
E 1589 565
E 1596 572
E 1603 579
E 1609 585
E 1622 598
E 1630 606
E 1631 607
E 1636 612
E 1639 615
E 1640 616
E 1641 617
E 1650 626
E 1670 646
E 1677 653
E 1690 666
E 1700 676
E 1702 678
E 1723 699
E 1724 700
E 1728 704
E 1730 706
E 1744 720
E 1748 724
E 1749 725
E 1761 737
E 1767 743
E 1789 765
E 1800 776
E 1811 787
E 1817 793
E 1819 795
E 1826 802
E 1831 1319
E 1838 1326
E 1848 824
E 1854 830
E 1862 838
E 1871 847
E 1876 852
E 1882 858
E 1905 881
E 1913 889
E 1915 891
E 1923 899
E 1930 906
E 1940 916
E 1944 920
E 1952 928
E 1967 943
E 1969 945
E 1991 967
E 1995 971
E 2005 1749
E 2013 989
E 2028 1004
E 2040 1016
E 2042 1018
E 2056 8
E 2220 172
E 2221 173
E 2416 368
E 2583 535
E 2705 657
E 3053 1005
E 5 1
E 20 4
E 25 9
E 34 2
E 43 11
E 44 12
E 60 28
E 62 30
E 67 3
E 78 14
E 95 31
E 96 32
E 99 35
E 105 41
E 108 76
E 113 49
E 117 53
E 132 4
E 133 129
E 144 16
E 153 137
E 171 139
E 183 55
E 184 56
E 186 58
E 201 73
E 210 82
E 212 84
E 223 159
E 226 98
E 232 104
E 237 109
E 266 10
E 271 15
E 275 19
E 280 24
E 296 40
E 297 41
E 307 51
E 309 53
E 326 70
E 328 72
E 338 82
E 361 329
E 362 106
E 375 119
E 395 139
E 412 156
E 413 157
E 428 172
E 430 174
E 431 175
E 433 177
E 440 312
E 454 198
E 455 199
E 457 329
E 469 213
E 476 220
E 484 228
E 485 229
E 502 246
E 507 251
E 510 254
E 523 11
E 534 22
E 545 33
E 552 40
E 564 52
E 575 63
E 578 66
E 583 71
E 589 77
E 592 80
E 600 88
E 602 90
E 628 116
E 631 119
E 648 136
E 650 138
E 662 150
E 668 156
E 675 163
E 685 173
E 701 189
E 707 195
E 723 211
E 734 222
E 742 230
E 748 236
E 753 241
E 761 249
E 768 256
E 772 260
E 785 273
E 800 288
E 807 295
E 814 302
E 826 314
E 845 333
E 859 347
E 868 356
E 879 367
E 884 372
E 886 374
E 893 381
E 897 385
E 911 399
E 915 403
E 918 406
E 919 407
E 930 418
E 955 443
E 970 458
E 981 725
E 984 472
E 999 487
E 1003 491
E 1008 496
E 1032 8
E 1033 9
E 1052 28
E 1063 39
E 1069 45
E 1078 54
E 1102 1038
E 1103 79
E 1108 84
E 1109 85
E 1122 98
E 1147 123
E 1169 145
E 1171 147
E 1182 158
E 1185 161
E 1200 176
E 1206 182
E 1215 191
E 1219 195
E 1226 202
E 1229 205
E 1256 1128
E 1269 245
E 1276 252
E 1304 1048
E 1310 286
E 1311 287
E 1316 292
E 1318 294
E 1329 305
E 1338 314
E 1343 319
E 1345 321
E 1347 323
E 1369 345
E 1389 365
E 1392 368
E 1399 1143
E 1402 378
E 1404 380
E 1410 386
E 1415 391
E 1419 1163
E 1435 411
E 1454 1198
E 1460 436
E 1488 464
E 1493 1237
E 1494 470
E 1496 472
E 1504 480
E 1507 483
E 1513 489
E 1515 491
E 1529 505
E 1538 514
E 1550 526
E 1552 528
E 1555 531
E 1559 535
E 1588 1076
E 1593 569
E 1621 597
E 1626 1114
E 1637 613
E 1643 619
E 1651 627
E 1662 638
E 1664 640
E 1671 647
E 1675 651
E 1681 657
E 1695 671
E 1706 682
E 1716 692
E 1717 693
E 1732 708
E 1734 710
E 1745 721
E 1752 728
E 1753 729
E 1755 731
E 1770 746
E 1775 751
E 1779 755
E 1790 766
E 1797 773
E 1804 780
E 1805 781
E 1810 786
E 1821 797
E 1827 803
E 1830 806
E 1836 812
E 1855 831
E 1857 833
E 1859 835
E 1864 840
E 1868 844
E 1886 862
E 1898 874
E 1911 887
E 1934 910
E 1946 922
E 1960 936
E 1961 937
E 1973 949
E 1984 960
E 1985 961
E 1988 964
E 2012 988
E 2015 991
E 2022 998
E 2029 1005
E 2034 1010
E 2035 1011
E 2057 9
E 2064 16
E 2071 23
E 2086 38
E 2105 57
E 2114 66
E 2116 68
E 2129 81
E 2134 86
E 2150 102
E 2157 109
E 2159 111
E 2168 120
E 2170 122
E 2183 135
E 2190 142
E 2197 149
E 2203 155
E 2206 158
E 2209 161
E 2214 166
E 2228 180
E 2239 191
E 2247 199
E 2250 202
E 2252 204
E 2285 2221
E 2291 243
E 2304 256
E 2305 257
E 2330 282
E 2340 292
E 2343 295
E 2349 301
E 2354 306
E 2363 315
E 2368 320
E 2379 331
E 2380 332
E 2397 349
E 2398 350
E 2406 358
E 2420 372
E 2432 384
E 2440 392
E 2450 402
E 2463 415
E 2467 419
E 2474 426
E 2476 2220
E 2497 449
E 2510 462
E 2515 467
E 2520 472
E 2543 495
E 2549 501
E 2553 505
E 2563 515
E 2566 518
E 2580 532
E 2588 540
E 2589 541
E 2595 547
E 2602 554
E 2613 565
E 2621 573
E 2641 593
E 2666 618
E 2670 622
E 2683 635
E 2690 642
E 2711 663
E 2729 681
E 2736 688
E 2738 690
E 2743 695
E 2757 709
E 2760 712
E 2763 715
E 2767 719
E 2777 729
E 2784 736
E 2788 740
E 2806 758
E 2822 774
E 2825 777
E 2831 783
E 2838 790
E 2859 811
E 2872 824
E 2875 827
E 2880 832
E 2884 836
E 2892 844
E 2903 855
E 2913 865
E 2917 869
E 2929 881
E 2944 896
E 2949 901
E 2956 908
E 2969 921
E 2981 933
E 2996 948
E 3006 958
E 3022 974
E 3026 978
E 3033 985
E 3041 993
E 3043 995
E 3048 1000
E 3066 1018
E 3068 1020
E 3071 1023
E 3075 1027
E 3080 2056
E 3090 1042
E 3101 1053
E 3114 1066
E 3123 1075
E 3136 1088
E 3141 1093
E 3148 1100
E 3163 1115
E 3164 1116
E 3169 1121
E 3192 1144
E 3197 1149
E 3206 1158
E 3212 1164
E 3215 1167
E 3224 1176
E 3232 1184
E 3236 1188
E 3237 1189
E 3257 1209
E 3265 1217
E 3270 1222
E 3287 1239
E 3293 1245
E 3307 1259
E 3310 1262
E 3314 1266
E 3342 1294
E 3344 1296
E 3346 1298
E 3348 1300
E 3349 1301
E 3369 1321
E 3371 1323
E 3397 1349
E 3399 1351
E 3402 1354
E 3424 1376
E 3427 1379
E 3440 2416
E 3446 1398
E 3465 1417
E 3469 1421
E 3493 1445
E 3496 1448
E 3510 1462
E 3511 1463
E 3516 1468
E 3517 1469
E 3518 1470
E 3524 1476
E 3537 1489
E 3539 1491
E 3546 1498
E 3554 1506
E 3567 1519
E 3570 1522
E 3583 1535
E 3585 1537
E 3596 1548
E 3607 2583
E 3612 1564
E 3631 1583
E 3637 1589
E 3644 1596
E 3651 1603
E 3657 1609
E 3670 1622
E 3678 1630
E 3679 1631
E 3684 1636
E 3687 1639
E 3688 1640
E 3689 1641
E 3698 1650
E 3718 1670
E 3725 1677
E 3729 2705
E 3738 1690
E 3748 1700
E 3750 1702
E 3771 1723
E 3772 1724
E 3776 1728
E 3778 1730
E 3792 1744
E 3796 1748
E 3809 1761
E 3815 1767
E 3837 1789
E 3848 1800
E 3859 1811
E 3865 1817
E 3867 1819
E 3874 1826
E 3879 1831
E 3886 1838
E 3896 1848
E 3902 1854
E 3910 1862
E 3919 1871
E 3924 1876
E 3930 1882
E 3953 1905
E 3961 1913
E 3963 1915
E 3971 1923
E 3978 1930
E 3988 1940
E 3992 1944
E 4000 1952
E 4015 1967
E 4017 1969
E 4039 1991
E 4043 1995
E 4053 2005
E 4061 2013
E 4076 2028
E 4077 3053
E 4088 2040
E 4090 2042
