Cost 852.0
Edges 608
E 232 104
E 233 169
E 236 108
E 237 109
E 238 110
E 242 114
E 244 116
E 245 117
E 247 119
E 248 120
E 251 123
E 254 126
E 255 127
E 256 128
E 258 2
E 261 5
E 263 7
E 265 9
E 268 12
E 273 17
E 277 21
E 281 265
E 283 27
E 284 28
E 285 29
E 287 31
E 288 32
E 290 34
E 291 35
E 293 261
E 294 38
E 298 42
E 301 45
E 303 47
E 306 50
E 307 51
E 310 54
E 312 56
E 316 60
E 317 61
E 319 63
E 326 70
E 328 72
E 329 73
E 331 75
E 338 82
E 340 84
E 350 94
E 351 287
E 353 97
E 354 98
E 355 99
E 364 108
E 368 112
E 374 310
E 377 121
E 388 132
E 391 135
E 396 268
E 397 141
E 399 143
E 401 273
E 403 147
E 404 148
E 410 154
E 416 160
E 418 290
E 419 163
E 422 166
E 431 175
E 432 176
E 433 177
E 437 181
E 442 186
E 445 317
E 447 191
E 450 194
E 454 198
E 458 202
E 459 203
E 461 205
E 465 209
E 471 215
E 480 224
E 482 226
E 487 231
E 492 236
E 493 237
E 494 238
E 498 242
E 500 244
E 503 247
E 504 248
E 507 251
E 510 254
E 511 255
E 513 1
E 514 2
E 515 3
E 516 514
E 526 14
E 527 15
E 531 19
E 539 27
E 552 40
E 553 41
E 573 61
E 574 62
E 580 516
E 581 69
E 600 88
E 602 90
E 603 91
E 610 98
E 614 102
E 623 111
E 627 115
E 631 119
E 634 122
E 650 138
E 661 149
E 662 150
E 667 155
E 669 157
E 677 165
E 681 169
E 684 172
E 690 178
E 696 184
E 708 196
E 720 208
E 726 214
E 733 221
E 741 229
E 751 623
E 755 627
E 762 634
E 770 258
E 782 526
E 789 277
E 796 284
E 803 291
E 813 301
E 819 307
E 828 316
E 841 329
E 843 331
E 863 351
E 876 364
E 880 368
E 886 374
E 903 391
E 913 401
E 928 416
E 930 418
E 934 422
E 937 681
E 957 445
E 959 447
E 970 458
E 971 459
E 977 465
E 992 480
E 997 741
E 999 487
E 1012 500
E 1029 5
E 1033 9
E 1048 24
E 1095 71
E 1103 79
E 1107 83
E 1148 124
E 1183 159
E 1352 328
E 1401 377
E 4 2
E 13 5
E 23 7
E 25 9
E 26 10
E 37 5
E 48 16
E 59 27
E 66 2
E 68 67
E 76 12
E 95 31
E 105 41
E 118 54
E 139 11
E 140 12
E 145 17
E 162 34
E 183 55
E 189 61
E 199 71
E 206 78
E 216 88
E 239 111
E 243 115
E 246 182
E 250 122
E 257 1
E 270 14
E 280 24
E 292 36
E 297 41
E 299 43
E 318 62
E 330 74
E 335 79
E 339 83
E 341 85
E 348 92
E 359 103
E 362 106
E 366 110
E 369 113
E 373 117
E 375 119
E 380 124
E 389 133
E 398 142
E 402 146
E 406 150
E 415 159
E 424 168
E 425 169
E 427 171
E 435 179
E 448 192
E 451 195
E 464 208
E 473 217
E 476 220
E 477 221
E 484 228
E 485 229
E 518 6
E 519 7
E 524 12
E 535 531
E 547 35
E 561 49
E 562 50
E 571 539
E 586 74
E 588 580
E 593 81
E 606 94
E 611 99
E 621 109
E 628 116
E 640 128
E 646 134
E 649 137
E 660 148
E 672 160
E 675 163
E 686 174
E 699 187
E 700 188
E 702 190
E 705 193
E 719 207
E 722 210
E 731 219
E 744 232
E 745 233
E 750 238
E 757 245
E 769 513
E 795 283
E 797 285
E 800 288
E 805 293
E 810 298
E 815 303
E 824 312
E 838 326
E 840 328
E 850 338
E 867 355
E 889 377
E 900 388
E 911 399
E 916 404
E 918 662
E 922 410
E 943 431
E 945 433
E 973 461
E 983 471
E 994 482
E 1004 492
E 1015 503
E 1022 510
E 1023 511
E 1027 3
E 1042 18
E 1046 22
E 1049 1033
E 1056 32
E 1061 1029
E 1066 42
E 1076 52
E 1080 56
E 1093 69
E 1102 78
E 1128 104
E 1131 107
E 1137 113
E 1149 125
E 1153 129
E 1160 136
E 1182 158
E 1190 166
E 1199 175
E 1204 180
E 1209 185
E 1223 1095
E 1225 201
E 1237 213
E 1239 215
E 1242 218
E 1244 220
E 1249 225
E 1260 236
E 1280 256
E 1287 263
E 1292 268
E 1304 1048
E 1305 281
E 1318 294
E 1330 306
E 1343 319
E 1359 1103
E 1363 1107
E 1364 340
E 1374 350
E 1377 353
E 1378 354
E 1404 1148
E 1420 396
E 1421 397
E 1427 403
E 1439 1183
E 1443 419
E 1456 432
E 1461 437
E 1466 442
E 1474 450
E 1478 454
E 1517 493
E 1518 494
E 1522 498
E 1528 504
E 1531 507
E 1539 515
E 1551 527
E 1555 531
E 1576 552
E 1577 553
E 1597 573
E 1598 574
E 1605 581
E 1624 600
E 1626 602
E 1627 603
E 1634 610
E 1638 614
E 1655 631
E 1658 634
E 1674 650
E 1685 661
E 1691 667
E 1693 669
E 1701 677
E 1708 684
E 1714 690
E 1720 696
E 1732 708
E 1744 720
E 1750 726
E 1757 733
E 1775 751
E 1779 755
E 1786 762
E 1794 770
E 1806 782
E 1813 789
E 1820 796
E 1827 803
E 1837 813
E 1843 819
E 1852 828
E 1864 1352
E 1865 841
E 1867 843
E 1887 863
E 1900 876
E 1904 880
E 1910 886
E 1913 1401
E 1927 903
E 1937 913
E 1952 928
E 1954 930
E 1958 934
E 1961 937
E 1981 957
E 1983 959
E 1994 970
E 1995 971
E 2001 977
E 2016 992
E 2021 997
E 2023 999
E 2036 1012
