Cost 739.0
Edges 517
E 267 24
E 274 31
E 275 32
E 277 34
E 278 35
E 283 40
E 284 41
E 287 260
E 291 48
E 299 56
E 300 57
E 304 61
E 307 253
E 312 69
E 314 71
E 319 265
E 323 80
E 331 88
E 337 94
E 339 96
E 341 98
E 347 104
E 349 106
E 357 114
E 361 118
E 367 124
E 371 128
E 377 134
E 380 137
E 383 140
E 385 304
E 387 144
E 393 150
E 402 159
E 407 164
E 408 165
E 411 168
E 427 184
E 430 187
E 436 274
E 440 197
E 444 201
E 449 287
E 450 207
E 454 211
E 455 212
E 460 217
E 461 299
E 470 227
E 473 230
E 478 235
E 486 243
E 487 1
E 491 5
E 501 15
E 508 22
E 512 26
E 516 30
E 518 32
E 523 37
E 524 38
E 531 45
E 537 51
E 544 58
E 549 63
E 556 70
E 561 75
E 563 77
E 568 82
E 579 93
E 581 95
E 582 96
E 594 108
E 598 112
E 605 119
E 610 124
E 615 129
E 620 134
E 621 135
E 623 137
E 637 151
E 640 154
E 644 158
E 658 172
E 662 176
E 664 178
E 668 182
E 675 189
E 678 192
E 679 436
E 690 204
E 700 214
E 704 461
E 706 220
E 710 224
E 719 233
E 726 240
E 744 15
E 747 18
E 778 49
E 809 80
E 838 109
E 859 778
E 900 171
E 938 209
E 957 228
E 1386 900
E 9 3
E 23 5
E 29 2
E 44 17
E 50 32
E 64 10
E 76 22
E 78 24
E 86 5
E 97 16
E 120 39
E 122 41
E 130 49
E 142 61
E 161 80
E 177 15
E 181 19
E 193 31
E 203 41
E 206 125
E 216 54
E 218 56
E 219 57
E 247 4
E 256 13
E 261 18
E 282 39
E 285 42
E 295 52
E 305 62
E 317 74
E 327 84
E 335 92
E 345 102
E 352 109
E 360 117
E 365 284
E 389 146
E 399 156
E 400 157
E 416 173
E 431 188
E 433 190
E 456 213
E 465 222
E 475 232
E 482 239
E 494 8
E 496 10
E 507 21
E 520 34
E 538 52
E 541 55
E 554 68
E 567 81
E 575 89
E 589 103
E 600 114
E 614 128
E 627 141
E 631 145
E 639 153
E 653 167
E 654 168
E 655 169
E 657 171
E 680 194
E 688 202
E 692 449
E 695 209
E 714 228
E 727 241
E 730 1
E 740 11
E 754 25
E 769 40
E 777 48
E 788 59
E 801 72
E 816 87
E 834 105
E 839 110
E 846 117
E 855 126
E 863 134
E 877 148
E 881 152
E 883 154
E 890 809
E 899 170
E 901 172
E 906 744
E 925 196
E 939 210
E 950 221
E 952 223
E 968 239
E 989 260
E 990 747
E 991 262
E 1004 275
E 1007 278
E 1020 291
E 1029 300
E 1048 319
E 1060 331
E 1076 347
E 1081 838
E 1090 361
E 1096 367
E 1106 377
E 1109 380
E 1114 385
E 1122 393
E 1131 402
E 1137 408
E 1140 411
E 1156 427
E 1169 440
E 1183 454
E 1199 470
E 1202 473
E 1215 486
E 1216 487
E 1230 501
E 1252 523
E 1253 524
E 1266 537
E 1278 549
E 1285 556
E 1292 563
E 1308 579
E 1310 581
E 1323 594
E 1327 598
E 1349 620
E 1352 623
E 1369 640
E 1393 664
E 1397 668
E 1404 675
E 1407 678
E 1419 690
E 1424 938
E 1435 706
E 1443 957
E 1448 719
E 1470 12
E 1472 14
E 1474 16
E 1491 33
E 1504 46
E 1512 54
E 1520 62
E 1532 74
E 1537 79
E 1540 82
E 1559 101
E 1566 108
E 1574 116
E 1588 859
E 1594 136
E 1596 138
E 1605 147
E 1608 150
E 1624 166
E 1641 183
E 1646 188
E 1653 195
E 1657 199
E 1658 200
E 1687 229
E 1692 234
E 1703 245
E 1708 250
E 1725 267
E 1735 277
E 1741 283
E 1765 307
E 1770 312
E 1772 314
E 1781 323
E 1795 337
E 1797 339
E 1799 341
E 1807 349
E 1815 357
E 1829 371
E 1841 383
E 1845 387
E 1865 407
E 1888 430
E 1902 444
E 1908 450
E 1913 455
E 1918 460
E 1936 478
E 1949 491
E 1966 508
E 1970 512
E 1974 516
E 1976 518
E 1982 524
E 1989 531
E 2002 544
E 2019 561
E 2026 568
E 2040 582
E 2063 605
E 2068 610
E 2073 615
E 2079 621
E 2095 637
E 2102 644
E 2115 1386
E 2116 658
E 2120 662
E 2137 679
E 2158 700
E 2162 704
E 2168 710
E 2184 726
